Year, Month, Day,     Extent,Ice_Concentration_Percent,Surface_Temperature (in Celsius)
2002,12,26,13.206,98.9,-36.83
2002,12,27,13.376,,-33.51
2002,12,28,13.366,,-6.05
2002,12,29,13.377,,-19.62
2002,12,30,13.483,49.26,4.92
2002,12,31,13.504,,-30.37
2003,1,1,13.647,36.06,-18.04
2003,1,2,13.698,71.05,-5.74
2003,1,3,13.876,86.57,-12.88
2003,1,4,13.925,10.05,-2.31
2003,1,5,14.036,,-29.91
2003,1,6,14.075,0.45,
2003,1,7,14.092,16.11,-27.05
2003,1,8,14.12,85.8,-24.42
2003,1,9,14.094,,
2003,1,10,14.126,50.91,-23.18
2003,1,11,14.219,,
2003,1,12,14.278,10.15,1.76
2003,1,13,14.285,48.45,
2003,1,14,14.395,91.89,
2003,1,15,14.424,37.48,-25.21
2003,1,16,14.518,38.48,
2003,1,17,14.584,77.53,-26.68
2003,1,18,14.638,83.27,-8.28
2003,1,19,14.684,,
2003,1,20,14.796,16.38,-34.18
2003,1,21,14.739,57.95,-8.32
2003,1,22,14.555,22.67,-23.66
2003,1,23,14.481,21.32,-24.39
2003,1,24,14.528,58.27,
2003,1,25,14.585,59.8,-2.46
2003,1,26,14.583,,-16.8
2003,1,27,14.791,92.91,
2003,1,28,14.891,91.72,-11.88
2003,1,29,14.771,3.31,-8.69
2003,1,30,14.811,58.74,
2003,1,31,14.871,97.07,-6.15
2003,2,1,14.946,21.03,-8.82
2003,2,2,14.954,52.18,-8.59
2003,2,3,14.889,5.06,-31.93
2003,2,4,14.876,91.49,-0.75
2003,2,5,14.905,,-24.31
2003,2,6,14.834,61.87,-1.63
2003,2,7,14.942,1.24,
2003,2,8,14.975,57.2,
2003,2,9,14.996,20.23,-30.65
2003,2,10,15.003,,-20.83
2003,2,11,15.057,57.57,-21.97
2003,2,12,15.078,8.45,-10.91
2003,2,13,15.142,41.87,
2003,2,14,15.139,40.16,
2003,2,15,15.212,78.03,-17.67
2003,2,16,15.306,4.27,-8.78
2003,2,17,15.345,2.52,
2003,2,18,15.354,31.49,-32.07
2003,2,19,15.359,45.09,-12.42
2003,2,20,15.386,44.21,-39.61
2003,2,21,15.461,29.4,-22.22
2003,2,22,15.443,10.97,-25.68
2003,2,23,15.438,0.11,
2003,2,24,15.439,,
2003,2,25,15.41,53.58,-31.93
2003,2,26,15.506,88.76,-12.67
2003,2,27,15.495,52.73,-9.91
2003,2,28,15.518,,-34.72
2003,3,1,15.555,74.88,-29.92
2003,3,2,15.61,67.26,1.58
2003,3,3,15.616,62.83,
2003,3,4,15.524,61.1,
2003,3,5,15.472,16.11,-33.16
2003,3,6,15.44,,-9.29
2003,3,7,15.443,71.68,-19.29
2003,3,8,15.438,27.77,-34.79
2003,3,9,15.381,,
2003,3,10,15.326,97.41,
2003,3,11,15.347,,-32.74
2003,3,12,15.32,59.06,-10.61
2003,3,13,15.278,77.43,
2003,3,14,15.331,,-4.78
2003,3,15,15.4,,-26.18
2003,3,16,15.433,,-4.93
2003,3,17,15.485,85.54,-16.91
2003,3,18,15.561,40.17,-22.94
2003,3,19,15.56,4.07,-20.51
2003,3,20,15.629,68.61,4.84
2003,3,21,15.627,38.52,-3.81
2003,3,22,15.599,,-34.97
2003,3,23,15.511,15.72,
2003,3,24,15.603,10.14,-27.89
2003,3,25,15.587,53.31,1.17
2003,3,26,15.604,,-19.51
2003,3,27,15.578,83.95,-3.81
2003,3,28,15.499,,-4.56
2003,3,29,15.474,75.9,3.06
2003,3,30,15.426,14.77,-0.33
2003,3,31,15.375,,-1.08
2003,4,1,15.232,42.38,-20.63
2003,4,2,15.081,37.35,-5.64
2003,4,3,15.019,68.5,
2003,4,4,15.045,74.85,-26.77
2003,4,5,14.965,56.97,1.28
2003,4,6,15.021,8.54,
2003,4,7,14.868,8.1,-3.51
2003,4,8,14.889,,-20.23
2003,4,9,14.817,0.13,-26
2003,4,10,14.784,25.39,-14.5
2003,4,11,14.726,40.98,-1.67
2003,4,12,14.695,,-14.39
2003,4,13,14.635,38.8,
2003,4,14,14.523,38.74,-3.1
2003,4,15,14.531,17.66,
2003,4,16,14.565,,1.65
2003,4,17,14.475,,-8.53
2003,4,18,14.345,,-35.93
2003,4,19,14.332,17.74,-28.73
2003,4,20,14.276,32.61,-30.43
2003,4,21,14.232,35.69,-19.29
2003,4,22,14.235,30.38,3.98
2003,4,23,14.292,9.66,
2003,4,24,14.15,,-18.35
2003,4,25,14.122,36.79,-4.51
2003,4,26,13.969,60.67,-38.48
2003,4,27,13.994,30.95,1.18
2003,4,28,13.919,29.45,-17.05
2003,4,29,13.827,4.71,-15.01
2003,4,30,13.798,10.99,-1.98
2003,5,1,13.71,41.74,-14.39
2003,5,2,13.549,,-11.36
2003,5,3,13.551,44.51,-26.32
2003,5,4,13.481,71.13,-32.05
2003,5,5,13.412,96.65,-38.08
2003,5,6,13.358,47.9,-13.41
2003,5,7,13.306,95.95,2.07
2003,5,8,13.265,16.35,-24.24
2003,5,9,13.165,74.63,0.38
2003,5,10,13.143,16.9,-15.73
2003,5,11,13.056,35.93,-36.67
2003,5,12,13.09,,
2003,5,13,13.087,68.18,-14.02
2003,5,14,13.086,15.48,-29.49
2003,5,15,13.007,52.81,-12.57
2003,5,16,12.955,75.27,-10.64
2003,5,17,12.965,96.31,-18.05
2003,5,18,12.952,60.52,-5.02
2003,5,19,12.933,,-10.19
2003,5,20,12.874,7.02,-25.51
2003,5,21,12.854,8.27,-35.32
2003,5,22,12.839,25.15,
2003,5,23,12.783,29.46,4.18
2003,5,24,12.786,93.25,4.93
2003,5,25,12.689,47.04,-14.52
2003,5,26,12.681,37.91,-28.94
2003,5,27,12.689,25.09,
2003,5,28,12.603,54.39,
2003,5,29,12.566,66.17,-32.01
2003,5,30,12.58,24.68,
2003,5,31,12.483,15.84,-11.4
2003,6,1,12.386,48.53,-31.62
2003,6,2,12.409,8.65,
2003,6,3,12.382,,-7.79
2003,6,4,12.354,,-33.8
2003,6,5,12.228,16.9,-37.39
2003,6,6,12.187,,-34.49
2003,6,7,12.087,,1.29
2003,6,8,12.024,,2.01
2003,6,9,12.029,8.29,-13.91
2003,6,10,11.993,21.84,-24.46
2003,6,11,11.977,82.87,0.2
2003,6,12,11.942,75.56,-29.71
2003,6,13,11.802,,
2003,6,14,11.755,62.16,-32.49
2003,6,15,11.665,82.84,-28.45
2003,6,16,11.625,2.23,-39.38
2003,6,17,11.505,29.78,0.22
2003,6,18,11.462,67.79,
2003,6,19,11.387,,-9.38
2003,6,20,11.351,90.97,-17.03
2003,6,21,11.279,,-22.87
2003,6,22,11.12,29.56,-34.74
2003,6,23,11.064,88.83,4.06
2003,6,24,11.044,10.61,-22.71
2003,6,25,11.048,73.93,-13.48
2003,6,26,10.903,70.53,-7.15
2003,6,27,10.839,84.56,
2003,6,28,10.854,96.46,
2003,6,29,10.796,46.94,
2003,6,30,10.624,33.83,-28.91
2003,7,1,10.45,58.98,-21.89
2003,7,2,10.344,68.96,-28.97
2003,7,3,10.268,,-17.69
2003,7,4,10.233,58.83,-27.02
2003,7,5,10.18,,-6.81
2003,7,6,10.1,34.09,
2003,7,7,10.02,65.98,-17.55
2003,7,8,9.947,16.06,
2003,7,9,9.856,,-0.8
2003,7,10,9.824,56.88,
2003,7,11,9.763,59.1,-36.02
2003,7,12,9.643,83.24,-3.06
2003,7,13,9.434,0.12,-3.59
2003,7,14,9.443,,-14.62
2003,7,15,9.366,,-19.82
2003,7,16,9.237,77.7,0.67
2003,7,17,9.11,40.22,0.97
2003,7,18,9.007,26.3,-37.51
2003,7,19,8.951,71.4,-7.29
2003,7,20,8.862,,-35.18
2003,7,21,8.751,49.94,
2003,7,22,8.646,45.57,-31.59
2003,7,23,8.53,58.67,-29.7
2003,7,24,8.408,56.8,
2003,7,25,8.298,68.09,2.35
2003,7,26,8.305,71.08,-14.79
2003,7,27,8.294,96.52,
2003,7,28,8.234,15.2,-2.74
2003,7,29,8.148,29.96,-20.37
2003,7,30,8.059,88.79,-12.03
2003,7,31,7.947,89.48,-22.11
2003,8,1,7.788,29.64,
2003,8,2,7.722,95.7,
2003,8,3,7.555,39.08,1.51
2003,8,4,7.601,52.26,-38.05
2003,8,5,7.538,,
2003,8,6,7.51,40.96,-9.99
2003,8,7,7.299,27.65,
2003,8,8,7.202,53.76,-9.6
2003,8,9,7.17,31.28,-33.05
2003,8,10,7.109,38.73,-14.18
2003,8,11,7.1,26.25,
2003,8,12,7.103,82.58,
2003,8,13,6.968,,-0.71
2003,8,14,6.953,9.19,-28.64
2003,8,15,6.848,43.4,
2003,8,16,6.817,18.25,-37.04
2003,8,17,6.758,62.1,0.18
2003,8,18,6.818,,-1.01
2003,8,19,6.7,80.56,-4.29
2003,8,20,6.633,86.87,-35.21
2003,8,21,6.638,99.26,
2003,8,22,6.615,40.67,-12
2003,8,23,6.559,86.9,-15.69
2003,8,24,6.547,22.56,-12.24
2003,8,25,6.54,61.54,
2003,8,26,6.583,56.41,-32.52
2003,8,27,6.511,67.69,-0.85
2003,8,28,6.495,75.71,3.81
2003,8,29,6.476,84.96,-6.63
2003,8,30,6.461,46.67,-38.21
2003,8,31,6.395,,-7.35
2003,9,1,6.283,,-30.75
2003,9,2,6.321,36.84,-7.72
2003,9,3,6.252,95.54,
2003,9,4,6.241,5.08,-12.2
2003,9,5,6.165,73.74,
2003,9,6,6.113,,-13.1
2003,9,7,6.093,44.17,-29.79
2003,9,8,6.11,46.63,
2003,9,9,6.103,,2.89
2003,9,10,6.065,39.05,
2003,9,11,6.04,,-27.09
2003,9,12,6.055,82.3,-7.2
2003,9,13,6.103,33.72,-19.6
2003,9,14,6.023,24.54,-9.74
2003,9,15,6.032,37.14,-38.67
2003,9,16,6.037,,
2003,9,17,5.969,36.86,0.46
2003,9,18,5.975,,-5.08
2003,9,19,6.095,38.14,-38.89
2003,9,20,6.16,18.62,
2003,9,21,6.093,58.99,
2003,9,22,5.998,82.65,-12.4
2003,9,23,6.033,62.99,
2003,9,24,6.051,16.72,-35.78
2003,9,25,6.149,65.85,-15.51
2003,9,26,6.133,54.31,-21.12
2003,9,27,6.125,71.19,-25.68
2003,9,28,6.169,19.29,-39.5
2003,9,29,6.201,18.5,
2003,9,30,6.296,45.53,-35.92
2003,10,1,6.441,,-5.83
2003,10,2,6.484,90.04,
2003,10,3,6.572,49.59,-30.85
2003,10,4,6.643,96.51,-23.49
2003,10,5,6.764,63.44,
2003,10,6,6.829,84.05,-32.76
2003,10,7,6.911,75.39,-3.23
2003,10,8,6.985,0.65,-24.7
2003,10,9,6.958,,-34.82
2003,10,10,7.003,4.37,
2003,10,11,7.076,,
2003,10,12,7.144,5.51,2.6
2003,10,13,7.36,74.08,
2003,10,14,7.582,,-39.88
2003,10,15,7.688,56.5,-33.15
2003,10,16,7.813,9.47,-11.1
2003,10,17,7.937,44.53,-34.07
2003,10,18,8.111,65.59,-27.14
2003,10,19,8.275,,-30.01
2003,10,20,8.431,10.3,-7.45
2003,10,21,8.575,48.83,-35.88
2003,10,22,8.672,21.49,-24.37
2003,10,23,8.822,,-20.78
2003,10,24,8.923,,
2003,10,25,8.919,51.6,-2.18
2003,10,26,8.945,36.02,-33.99
2003,10,27,9.009,14.11,-8.77
2003,10,28,9.044,83.53,
2003,10,29,9.075,,
2003,10,30,9.113,59.28,
2003,10,31,9.193,83.25,-21.59
2003,11,1,9.367,13.17,-37
2003,11,2,9.473,87.67,
2003,11,3,9.438,16.62,-20.57
2003,11,4,9.481,,-10.01
2003,11,5,9.435,,-3.79
2003,11,6,9.441,7,-23.98
2003,11,7,9.5,15.53,-14.05
2003,11,8,9.602,5.86,-9.53
2003,11,9,9.607,2.67,2.55
2003,11,10,9.685,49.14,-14.48
2003,11,11,9.748,,-30.46
2003,11,12,9.81,,-5.76
2003,11,13,9.903,32.72,-30.43
2003,11,14,9.986,,-28.1
2003,11,15,10.063,,-28.34
2003,11,16,10.173,,-23.87
2003,11,17,10.274,,-5.06
2003,11,18,10.335,72.47,-16.67
2003,11,19,10.35,12.49,
2003,11,20,10.388,39.46,-39.4
2003,11,21,10.397,,-10.07
2003,11,22,10.45,,
2003,11,23,10.5,71.41,-22.42
2003,11,24,10.585,83.6,0.64
2003,11,25,10.702,43.24,-0.47
2003,11,26,10.833,75.08,-27.88
2003,11,27,10.918,37.64,-6.9
2003,11,28,11.004,49.56,-17.07
2003,11,29,11.141,64.21,2
2003,11,30,11.171,75.27,-17.92
2003,12,1,11.327,89.03,-0.36
2003,12,2,11.402,56.36,-8.78
2003,12,3,11.581,21.51,-23.35
2003,12,4,11.736,,
2003,12,5,11.73,,-35.15
2003,12,6,11.749,,-28.54
2003,12,7,11.896,,
2003,12,8,11.987,,-35.73
2003,12,9,12.063,15.77,-14.98
2003,12,10,12.129,50.71,-13.59
2003,12,11,12.26,45.29,-6.07
2003,12,12,12.397,,-9.87
2003,12,13,12.436,6.77,-4.21
2003,12,14,12.503,17.79,
2003,12,15,12.625,32.23,-2.85
2003,12,16,12.752,73.73,
2003,12,17,12.881,,-3.83
2003,12,18,12.918,,-33.97
2003,12,19,12.97,42.34,-23.81
2003,12,20,12.88,26.28,
2003,12,21,13.034,81.51,-11.17
2003,12,22,13.14,45.67,2.99
2003,12,23,13.23,15.71,-8.54
2003,12,24,13.306,0.32,-29.13
2003,12,25,13.289,17.75,-21.71
2003,12,26,13.308,,
2003,12,27,13.272,20.71,-22.38
2003,12,28,13.352,38.57,
2003,12,29,13.379,75.72,
2003,12,30,13.32,57,-1.23
2003,12,31,13.387,,-14.03
2004,1,1,13.502,88.64,-14.79
2004,1,2,13.538,61.09,-13.27
2004,1,3,13.502,31.88,-35.19
2004,1,4,13.59,,-1.05
2004,1,5,13.617,,-2.04
2004,1,6,13.594,,1.82
2004,1,7,13.631,98.64,-0.44
2004,1,8,13.749,7.88,-5.92
2004,1,9,13.794,66.71,-15.71
2004,1,10,13.842,28.59,-3.44
2004,1,11,13.917,78.97,3.35
2004,1,12,13.991,41.67,-5.35
2004,1,13,14.075,66.77,-30.93
2004,1,14,14.148,,-7.23
2004,1,15,14.056,,-5.66
2004,1,16,14.203,27.51,-7.5
2004,1,17,14.077,65.51,-13.75
2004,1,18,14.139,95.23,-24.84
2004,1,19,14.203,,4.63
2004,1,20,14.28,0.7,4.3
2004,1,21,14.233,49.3,
2004,1,22,14.237,92.1,
2004,1,23,14.32,51.37,
2004,1,24,14.321,6.99,-30.77
2004,1,25,14.217,49.82,-20.52
2004,1,26,14.321,56.66,-34.92
2004,1,27,14.366,49.69,-16.73
2004,1,28,14.342,46.22,-10.96
2004,1,29,14.337,,-21.92
2004,1,30,14.28,14.99,-23.67
2004,1,31,14.397,18.45,-21.47
2004,2,1,14.36,77.66,
2004,2,2,14.389,78.53,-12.96
2004,2,3,14.497,58.23,
2004,2,4,14.515,,
2004,2,5,14.53,79.62,-12.12
2004,2,6,14.564,12.24,-35.96
2004,2,7,14.691,,
2004,2,8,14.692,62.74,
2004,2,9,14.787,75.34,1.85
2004,2,10,14.827,,-9.58
2004,2,11,14.862,,
2004,2,12,14.947,15.56,-22.34
2004,2,13,15.021,16.29,-31.74
2004,2,14,15.024,47.2,-12.81
2004,2,15,15.034,43.97,
2004,2,16,15.029,88.32,-23.56
2004,2,17,15.037,80.98,-2.79
2004,2,18,15.028,39.63,-24.31
2004,2,19,15.088,,-4.1
2004,2,20,15.082,87.39,-38.46
2004,2,21,15.147,,-34.75
2004,2,22,15.165,79.24,-27.25
2004,2,23,15.15,,-4.81
2004,2,24,15.169,7.79,-27.38
2004,2,25,15.144,22.58,-9.36
2004,2,26,15.169,98.5,-26.81
2004,2,27,15.185,,-12.58
2004,2,28,15.187,20.79,-29.76
2004,2,29,15.197,53.96,-4.14
2004,3,1,15.104,3.6,-2.87
2004,3,2,15.068,,-22.93
2004,3,3,15.052,10.82,-29.06
2004,3,4,15.004,70.96,-37.84
2004,3,5,15.04,96.28,-31.15
2004,3,6,15.117,,2
2004,3,7,15.157,58.08,-32.5
2004,3,8,15.161,58.86,-3.52
2004,3,9,15.269,,
2004,3,10,15.3,62.21,-30.72
2004,3,11,15.191,90.66,-13.27
2004,3,12,15.085,63.88,-13.14
2004,3,13,14.854,13.01,-35.55
2004,3,14,14.89,87.22,-18.28
2004,3,15,14.908,3.37,-39.33
2004,3,16,14.944,68.89,
2004,3,17,15.013,64.19,-24.23
2004,3,18,14.943,34.55,-29.25
2004,3,19,14.941,7.96,
2004,3,20,14.955,36.41,
2004,3,21,14.954,79.86,2.06
2004,3,22,14.844,76.63,-25.6
2004,3,23,14.824,66.4,-37.51
2004,3,24,14.882,,-28.59
2004,3,25,14.958,,-13.35
2004,3,26,15.048,,
2004,3,27,15.016,,
2004,3,28,14.83,71.49,-19.62
2004,3,29,14.793,90,-12.7
2004,3,30,14.784,7.87,-20.52
2004,3,31,14.841,,
2004,4,1,14.742,9.44,-21.63
2004,4,2,14.735,92.04,
2004,4,3,14.68,,-3.16
2004,4,4,14.682,1.19,-16.33
2004,4,5,14.669,2.73,-27.98
2004,4,6,14.595,98.7,-14.75
2004,4,7,14.504,94.75,-36.49
2004,4,8,14.461,34.16,-13.53
2004,4,9,14.421,23.34,-34.45
2004,4,10,14.325,90.93,-8.07
2004,4,11,14.119,,
2004,4,12,13.948,17.87,
2004,4,13,13.883,1.87,-39.11
2004,4,14,13.9,39.25,-37.69
2004,4,15,13.861,55.06,-3.77
2004,4,16,13.821,,-37.42
2004,4,17,13.768,,
2004,4,18,13.715,,-3.78
2004,4,19,13.778,51.57,-32.41
2004,4,20,13.767,30.37,
2004,4,21,13.682,16.17,0.44
2004,4,22,13.649,71.14,-22.07
2004,4,23,13.556,30.62,-31.3
2004,4,24,13.554,,-28.5
2004,4,25,13.577,,
2004,4,26,13.5,92.73,
2004,4,27,13.52,91.93,-26.57
2004,4,28,13.443,,
2004,4,29,13.43,,
2004,4,30,13.335,97.66,-17.87
2004,5,1,13.203,,-30.54
2004,5,2,13.113,51.01,-12.15
2004,5,3,13.129,,-37.36
2004,5,4,13.128,36.19,
2004,5,5,13.019,46.65,-34.71
2004,5,6,12.97,61.35,-22.4
2004,5,7,12.901,,-35.53
2004,5,8,12.781,81.74,2.34
2004,5,9,12.796,15.75,-26.51
2004,5,10,12.706,84.47,
2004,5,11,12.709,76.41,
2004,5,12,12.632,49.48,-29.35
2004,5,13,12.563,83.91,-8.85
2004,5,14,12.529,31.85,
2004,5,15,12.48,30.87,-9.48
2004,5,16,12.476,20.55,-5.18
2004,5,17,12.43,54.09,-34.29
2004,5,18,12.437,3.62,
2004,5,19,12.394,,
2004,5,20,12.334,,-39.14
2004,5,21,12.352,42.13,
2004,5,22,12.292,,-22.62
2004,5,23,12.261,46.58,-7.62
2004,5,24,12.242,27.06,-18.79
2004,5,25,12.215,85.66,-30.92
2004,5,26,12.198,15.6,-34.54
2004,5,27,12.283,93.58,-19.22
2004,5,28,12.209,70.53,-11.26
2004,5,29,12.229,72.41,-21.02
2004,5,30,12.194,11.86,
2004,5,31,12.106,0.7,-16.66
2004,6,1,11.965,,1.25
2004,6,2,11.96,77.11,-7.09
2004,6,3,11.923,,
2004,6,4,11.914,32.09,-16.08
2004,6,5,11.862,97.39,0.4
2004,6,6,11.851,68.6,-20.01
2004,6,7,11.814,72.1,-25.69
2004,6,8,11.807,43.1,3.92
2004,6,9,11.769,40.25,
2004,6,10,11.723,36.72,-0.23
2004,6,11,11.683,98.63,-8.7
2004,6,12,11.688,,
2004,6,13,11.616,86.87,-1.45
2004,6,14,11.576,8.76,
2004,6,15,11.558,59.22,-3.63
2004,6,16,11.534,97.67,-32.12
2004,6,17,11.444,,-2.56
2004,6,18,11.363,80.1,
2004,6,19,11.352,57.73,-5.13
2004,6,20,11.304,34.23,-18.97
2004,6,21,11.234,83.47,-0.05
2004,6,22,11.243,86.57,-8.91
2004,6,23,11.127,87.68,-16.52
2004,6,24,10.974,,-23.88
2004,6,25,10.942,4.52,
2004,6,26,10.911,19.01,-1.57
2004,6,27,10.849,16.87,
2004,6,28,10.807,68.1,-16.96
2004,6,29,10.805,94.83,
2004,6,30,10.814,77.43,-36.71
2004,7,1,10.633,95.22,-30.62
2004,7,2,10.542,,-3.5
2004,7,3,10.402,79.03,-22.08
2004,7,4,10.349,74.09,-36.72
2004,7,5,10.277,89.45,3.74
2004,7,6,10.288,67.46,-5.04
2004,7,7,10.218,,-12.82
2004,7,8,10.132,12.63,-38.88
2004,7,9,10.039,9.05,4.92
2004,7,10,9.963,33.4,-28.78
2004,7,11,9.867,60.26,-1.22
2004,7,12,9.799,8.7,
2004,7,13,9.713,,-3.52
2004,7,14,9.529,,
2004,7,15,9.518,74.12,-9.71
2004,7,16,9.492,65.58,0.67
2004,7,17,9.328,,
2004,7,18,9.185,93.2,-31.76
2004,7,19,9.168,21.34,
2004,7,20,9.061,,-31.39
2004,7,21,9.028,74.73,-27.88
2004,7,22,8.935,76.13,
2004,7,23,8.881,,-20.73
2004,7,24,8.82,,
2004,7,25,8.76,,
2004,7,26,8.653,83.22,-9.53
2004,7,27,8.466,34.31,-25.1
2004,7,28,8.431,66.31,-23
2004,7,29,8.364,78.15,3.2
2004,7,30,8.311,14.28,-26.25
2004,7,31,8.22,39.16,-16.64
2004,8,1,8.125,83.16,-38.11
2004,8,2,7.954,43.76,-30.17
2004,8,3,7.864,51.11,3.07
2004,8,4,7.795,58.98,-32.41
2004,8,5,7.74,3.57,3.92
2004,8,6,7.609,82.73,-4.43
2004,8,7,7.472,68.73,-16.49
2004,8,8,7.388,,-35.49
2004,8,9,7.261,,-37.25
2004,8,10,7.213,29.66,-21.9
2004,8,11,7.15,,2
2004,8,12,7.057,52.51,
2004,8,13,6.985,32.37,
2004,8,14,6.865,32.42,-25.96
2004,8,15,6.878,4.02,-13.72
2004,8,16,6.683,59.49,-5.41
2004,8,17,6.68,,4.42
2004,8,18,6.607,84.2,-35.11
2004,8,19,6.58,12.09,-37.65
2004,8,20,6.492,50.89,-18.51
2004,8,21,6.425,79.94,-11.27
2004,8,22,6.344,,-24.42
2004,8,23,6.302,61.61,
2004,8,24,6.284,4.73,-5.56
2004,8,25,6.224,58.13,-8.93
2004,8,26,6.215,,-28.67
2004,8,27,6.181,,
2004,8,28,6.058,40.2,3.84
2004,8,29,6.033,,-19.81
2004,8,30,6.021,,-7.54
2004,8,31,6.015,7.93,-23.56
2004,9,1,5.93,,-12.16
2004,9,2,5.967,83.02,4.09
2004,9,3,5.926,51.98,-21.19
2004,9,4,5.946,13.74,
2004,9,5,5.963,24.93,-11.18
2004,9,6,5.94,59.07,-33.69
2004,9,7,5.902,55.52,-1.8
2004,9,8,5.927,68.77,-0.38
2004,9,9,5.906,,
2004,9,10,5.83,55.31,-39.71
2004,9,11,5.809,,
2004,9,12,5.807,93.39,-4.8
2004,9,13,5.84,81.8,-34.07
2004,9,14,5.855,61.1,-36.98
2004,9,15,5.853,24.27,-10.64
2004,9,16,5.803,,
2004,9,17,5.803,97.03,-27.44
2004,9,18,5.77,,
2004,9,19,5.771,79.97,0.17
2004,9,20,5.821,94.52,-6.8
2004,9,21,6.034,60.93,
2004,9,22,5.97,48.95,-23.07
2004,9,23,6,,
2004,9,24,6.112,39.67,-0.57
2004,9,25,6.183,19.45,-15.88
2004,9,26,6.247,,-36.28
2004,9,27,6.32,76.37,-14.25
2004,9,28,6.397,53.68,-7.65
2004,9,29,6.442,98.1,-6.86
2004,9,30,6.461,18.5,2.18
2004,10,1,6.621,68.05,-24.29
2004,10,2,6.713,11.55,-36.6
2004,10,3,6.839,58,-7.39
2004,10,4,6.821,,1.78
2004,10,5,6.899,3.04,-34.51
2004,10,6,7.039,,-32.76
2004,10,7,7.204,93.09,-28.49
2004,10,8,7.289,,-2.04
2004,10,9,7.357,43.4,-22.36
2004,10,10,7.464,3.57,
2004,10,11,7.607,10.88,-4.74
2004,10,12,7.74,89.3,-11.57
2004,10,13,7.846,,-8.35
2004,10,14,7.894,6.9,-21.16
2004,10,15,7.92,36.16,-37.54
2004,10,16,7.982,,
2004,10,17,8.11,,-30.86
2004,10,18,8.219,99.69,
2004,10,19,8.21,27.33,
2004,10,20,8.169,17.83,-38.18
2004,10,21,8.242,,-25.63
2004,10,22,8.329,55.65,
2004,10,23,8.432,29.82,-31.2
2004,10,24,8.617,43.67,
2004,10,25,8.685,84.44,-10.02
2004,10,26,8.742,75.02,-38.47
2004,10,27,8.798,,-11.81
2004,10,28,8.88,1.91,-30.76
2004,10,29,8.987,,-5.76
2004,10,30,8.984,63.75,-6.3
2004,10,31,9.045,47.92,
2004,11,1,9.16,77.75,-23.32
2004,11,2,9.289,97.04,-6.28
2004,11,3,9.407,37.64,
2004,11,4,9.54,3.56,-24.87
2004,11,5,9.734,37.69,-31.1
2004,11,6,9.806,4.16,-15.18
2004,11,7,9.809,59.21,-10.26
2004,11,8,9.923,86.01,-23.95
2004,11,9,9.91,24.52,-20.67
2004,11,10,10.052,40.01,-20.25
2004,11,11,10.144,9.84,-13.95
2004,11,12,10.232,73.11,-30.57
2004,11,13,10.224,,-39.28
2004,11,14,10.299,36.08,-12.96
2004,11,15,10.346,26.07,-31.71
2004,11,16,10.419,80.58,
2004,11,17,10.43,86.43,1.86
2004,11,18,10.471,48.08,-13.99
2004,11,19,10.501,28.93,-8.63
2004,11,20,10.607,84.38,-35.84
2004,11,21,10.674,0.25,-10.92
2004,11,22,10.683,91.55,4.12
2004,11,23,10.704,18.1,-18.16
2004,11,24,10.839,18.93,-21.65
2004,11,25,10.97,74.23,0.25
2004,11,26,11.046,11.45,-23.94
2004,11,27,11.146,,-6.79
2004,11,28,11.243,18.12,-18.8
2004,11,29,11.325,88.89,-34.38
2004,11,30,11.365,,-33.56
2004,12,1,11.629,65.3,-1.13
2004,12,2,11.791,,-9.45
2004,12,3,11.872,94.45,-1.93
2004,12,4,12.06,93.61,-6.76
2004,12,5,12.046,52.43,-29.42
2004,12,6,12.112,30.19,-24.75
2004,12,7,12.132,,-26.74
2004,12,8,12.219,,-35.94
2004,12,9,12.328,,-25.88
2004,12,10,12.32,32.18,
2004,12,11,12.466,58.26,-15.89
2004,12,12,12.434,87.76,-11.59
2004,12,13,12.524,46.12,
2004,12,14,12.57,,-7.57
2004,12,15,12.72,,-5.33
2004,12,16,12.629,54.88,-10.01
2004,12,17,12.687,93.2,-36.86
2004,12,18,12.693,69.87,-9.52
2004,12,19,12.705,94.84,-8.5
2004,12,20,12.767,62.22,-35.38
2004,12,21,12.834,,-33.56
2004,12,22,12.965,53.82,4.46
2004,12,23,12.958,66.76,-32.64
2004,12,24,12.974,51.82,-31.85
2004,12,25,12.827,20.22,-10.7
2004,12,26,12.814,1.37,
2004,12,27,12.973,71.65,
2004,12,28,13.046,,-23.08
2004,12,29,12.989,94.98,-30.83
2004,12,30,13.058,88.34,-24.52
2004,12,31,13.019,41.09,-12.78
2005,1,1,13.16,48.27,-2.73
2005,1,2,13.163,27.33,-29.76
2005,1,3,13.293,0.33,
2005,1,4,13.313,56.32,
2005,1,5,13.383,98.62,1.63
2005,1,6,13.324,0.84,-23.03
2005,1,7,13.452,52.19,-24.13
2005,1,8,13.404,52.23,-22.4
2005,1,9,13.431,80.89,-9.82
2005,1,10,13.503,46.91,
2005,1,11,13.55,,-26.58
2005,1,12,13.516,,
2005,1,13,13.656,89.9,-17.57
2005,1,14,13.62,95.92,-35.1
2005,1,15,13.604,37.85,-16.05
2005,1,16,13.74,,-2.62
2005,1,17,13.809,,-25.64
2005,1,18,13.711,84.29,-27.11
2005,1,19,13.705,35.09,-30.62
2005,1,20,13.765,78.54,-26.45
2005,1,21,13.705,49.1,-10.77
2005,1,22,13.764,72.35,-24.97
2005,1,23,13.851,,-25.68
